Freq [GHz],g1(mm),w1(mm),Dielectric Constant,"S(1,1) in dB"
30.6,2,1.1,2.2,-4.683143593
30.7,2,1.1,2.2,-5.060360359
30.8,2,1.1,2.2,-5.479374706
30.9,2,1.1,2.2,-5.945237537
31,2,1.1,2.2,-6.463548101
31.1,2,1.1,2.2,-7.04045162
31.2,2,1.1,2.2,-7.682573852
31.3,2,1.1,2.2,-8.396821479
31.4,2,1.1,2.2,-9.189901793
31.5,2,1.1,2.2,-10.06726162
31.6,2,1.1,2.2,-11.03084168
31.7,2,1.1,2.2,-12.07448887
31.8,2,1.1,2.2,-13.17508086
31.9,2,1.1,2.2,-14.27727195
32,2,1.1,2.2,-15.27426215
32.1,2,1.1,2.2,-16.00443707
32.2,2,1.1,2.2,-16.30556161
32.3,2,1.1,2.2,-16.12388477
32.4,2,1.1,2.2,-15.55973572
32.5,2,1.1,2.2,-14.78435686
32.6,2,1.1,2.2,-13.94153093
32.7,2,1.1,2.2,-13.11742865
32.8,2,1.1,2.2,-12.35336621
32.9,2,1.1,2.2,-11.66470436
33,2,1.1,2.2,-11.05380707
33.1,2,1.1,2.2,-10.5171836
33.2,2,1.1,2.2,-10.04907658
33.3,2,1.1,2.2,-9.643172392
33.4,2,1.1,2.2,-9.293374056
33.5,2,1.1,2.2,-8.99411869
33.6,2,1.1,2.2,-8.740478015
33.7,2,1.1,2.2,-8.528159014
33.8,2,1.1,2.2,-8.353461737
33.9,2,1.1,2.2,-8.213221796
34,2,1.1,2.2,-8.104750578
34.1,2,1.1,2.2,-8.025779003
34.2,2,1.1,2.2,-7.974407137
34.3,2,1.1,2.2,-7.949060288
34.4,2,1.1,2.2,-7.9484514
34.5,2,1.1,2.2,-7.971549264
34.6,2,1.1,2.2,-8.017551966
34.7,2,1.1,2.2,-8.085864987
34.8,2,1.1,2.2,-8.176083468
34.9,2,1.1,2.2,-8.287978222
35,2,1.1,2.2,-8.421485167
35.1,2,1.1,2.2,-8.576697989
35.2,2,1.1,2.2,-8.753863895
35.3,2,1.1,2.2,-8.953382477
35.4,2,1.1,2.2,-9.175807784
35.5,2,1.1,2.2,-9.421853858
35.6,2,1.1,2.2,-9.692404114
35.7,2,1.1,2.2,-9.988525172
35.8,2,1.1,2.2,-10.31148594
35.9,2,1.1,2.2,-10.66278309
36,2,1.1,2.2,-11.04417436
36.1,2,1.1,2.2,-11.45772195
36.2,2,1.1,2.2,-11.90584841
36.3,2,1.1,2.2,-12.39140925
36.4,2,1.1,2.2,-12.91778699
36.5,2,1.1,2.2,-13.48901396
36.6,2,1.1,2.2,-14.10993346
36.7,2,1.1,2.2,-14.7864125
36.8,2,1.1,2.2,-15.52562375
36.9,2,1.1,2.2,-16.33641955
37,2,1.1,2.2,-17.22982274
37.1,2,1.1,2.2,-18.21965016
37.2,2,1.1,2.2,-19.32323136
37.3,2,1.1,2.2,-20.56198774
37.4,2,1.1,2.2,-21.96096466
37.5,2,1.1,2.2,-23.54415874
37.6,2,1.1,2.2,-25.31510993
37.7,2,1.1,2.2,-27.19111697
37.8,2,1.1,2.2,-28.8352852
37.9,2,1.1,2.2,-29.5363944
38,2,1.1,2.2,-28.86622204
38.1,2,1.1,2.2,-27.36244173
38.2,2,1.1,2.2,-25.69781652
38.3,2,1.1,2.2,-24.15980122
38.4,2,1.1,2.2,-22.81166976
38.5,2,1.1,2.2,-21.64462786
38.6,2,1.1,2.2,-20.63387814
38.7,2,1.1,2.2,-19.75475732
38.8,2,1.1,2.2,-18.98644981
38.9,2,1.1,2.2,-18.31220097
39,2,1.1,2.2,-17.71868841
39.1,2,1.1,2.2,-17.19530928
39.2,2,1.1,2.2,-16.73357368
39.3,2,1.1,2.2,-16.32662883
39.4,2,1.1,2.2,-15.96889535
39.5,2,1.1,2.2,-15.65579025
39.6,2,1.1,2.2,-15.38351429
39.7,2,1.1,2.2,-15.14888621
39.8,2,1.1,2.2,-14.94921073
39.9,2,1.1,2.2,-14.78217021
40,2,1.1,2.2,-14.64573268
40.1,2,1.1,2.2,-14.53807027
40.2,2,1.1,2.2,-14.45748342
40.3,2,1.1,2.2,-14.40232724
40.4,2,1.1,2.2,-14.37093674
40.5,2,1.1,2.2,-14.3615488
40.6,2,1.1,2.2,-14.37221899
40.7,2,1.1,2.2,-14.40073317
40.8,2,1.1,2.2,-14.44451494
40.9,2,1.1,2.2,-14.50053285
41,2,1.1,2.2,-14.56521515
41.1,2,1.1,2.2,-14.63438392
41.2,2,1.1,2.2,-14.70322658
41.3,2,1.1,2.2,-14.76632693
41.4,2,1.1,2.2,-14.81778064
41.5,2,1.1,2.2,-14.8514158
41.6,2,1.1,2.2,-14.86112654
41.7,2,1.1,2.2,-14.84130347
41.8,2,1.1,2.2,-14.78731368
41.9,2,1.1,2.2,-14.69595377
42,2,1.1,2.2,-14.56578582
42.1,2,1.1,2.2,-14.3972803
42.2,2,1.1,2.2,-14.19273092
42.3,2,1.1,2.2,-13.95596123
42.4,2,1.1,2.2,-13.69188987
42.5,2,1.1,2.2,-13.4060436
42.6,2,1.1,2.2,-13.10410065
42.7,2,1.1,2.2,-12.79152081
42.8,2,1.1,2.2,-12.47328674
42.9,2,1.1,2.2,-12.15375432
43,2,1.1,2.2,-11.8365937
43.1,2,1.1,2.2,-11.5247965
43.2,2,1.1,2.2,-11.22072535
43.3,2,1.1,2.2,-10.92618652
43.4,2,1.1,2.2,-10.64251132
43.5,2,1.1,2.2,-10.3706372
43.6,2,1.1,2.2,-10.1111832
43.7,2,1.1,2.2,-9.864516981
43.8,2,1.1,2.2,-9.63081274
43.9,2,1.1,2.2,-9.410100109
44,2,1.1,2.2,-9.202304866
44.1,2,1.1,2.2,-9.007282458
44.2,2,1.1,2.2,-8.824845437
44.3,2,1.1,2.2,-8.654785837
44.4,2,1.1,2.2,-8.496893428
44.5,2,1.1,2.2,-8.350970676
44.6,2,1.1,2.2,-8.216845082
44.7,2,1.1,2.2,-8.094379484
44.8,2,1.1,2.2,-7.983480795
44.9,2,1.1,2.2,-7.884107535
45,2,1.1,2.2,-7.796276434
45.1,2,1.1,2.2,-7.720068317
45.2,2,1.1,2.2,-7.655633361
45.3,2,1.1,2.2,-7.603195754
45.4,2,1.1,2.2,-7.563057687
45.5,2,1.1,2.2,-7.535602487
45.6,2,1.1,2.2,-7.521296593
45.7,2,1.1,2.2,-7.520689902
45.8,2,1.1,2.2,-7.534413855
45.9,2,1.1,2.2,-7.563176393
46,2,1.1,2.2,-7.607752684
46.1,2,1.1,2.2,-7.668970215
46.2,2,1.1,2.2,-7.747686528
46.3,2,1.1,2.2,-7.844757554
46.4,2,1.1,2.2,-7.96099417
46.5,2,1.1,2.2,-8.097104363
46.6,2,1.1,2.2,-8.253618253
46.7,2,1.1,2.2,-8.430793448
46.8,2,1.1,2.2,-8.628498793
46.9,2,1.1,2.2,-8.846076055
47,2,1.1,2.2,-9.082181683
47.1,2,1.1,2.2,-9.334615161
47.2,2,1.1,2.2,-9.600147234
47.3,2,1.1,2.2,-9.874370777
47.4,2,1.1,2.2,-10.151609
47.5,2,1.1,2.2,-10.42492785
47.6,2,1.1,2.2,-10.68630696
47.7,2,1.1,2.2,-10.92701754
47.8,2,1.1,2.2,-11.13822687
47.9,2,1.1,2.2,-11.31179238
48,2,1.1,2.2,-11.4411328
48.1,2,1.1,2.2,-11.52200001
48.2,2,1.1,2.2,-11.55296154
48.3,2,1.1,2.2,-11.53546485
48.4,2,1.1,2.2,-11.47347402
48.5,2,1.1,2.2,-11.3727923
48.6,2,1.1,2.2,-11.24025334
48.7,2,1.1,2.2,-11.08295897
48.8,2,1.1,2.2,-10.90768164
48.9,2,1.1,2.2,-10.72047527
49,2,1.1,2.2,-10.52648029
20,2,1.2,2.2,-1.785587602
20.1,2,1.2,2.2,-1.843315715
20.2,2,1.2,2.2,-1.903384461
20.3,2,1.2,2.2,-1.965774723
20.4,2,1.2,2.2,-2.030507478
20.5,2,1.2,2.2,-2.09765648
20.6,2,1.2,2.2,-2.167361684
20.7,2,1.2,2.2,-2.239843292
20.8,2,1.2,2.2,-2.315416467
20.9,2,1.2,2.2,-2.394506895
21,2,1.2,2.2,-2.477667608
21.1,2,1.2,2.2,-2.565597731
21.2,2,1.2,2.2,-2.659164122
21.3,2,1.2,2.2,-2.759427182
21.4,2,1.2,2.2,-2.867672575
21.5,2,1.2,2.2,-2.985451035
21.6,2,1.2,2.2,-3.114629123
21.7,2,1.2,2.2,-3.257454565
21.8,2,1.2,2.2,-3.416640955
21.9,2,1.2,2.2,-3.595478057
22,2,1.2,2.2,-3.797975964
22.1,2,1.2,2.2,-4.029054104
22.2,2,1.2,2.2,-4.294789602
22.3,2,1.2,2.2,-4.602744011
22.4,2,1.2,2.2,-4.962392369
22.5,2,1.2,2.2,-5.385682089
22.6,2,1.2,2.2,-5.887744974
22.7,2,1.2,2.2,-6.487753456
22.8,2,1.2,2.2,-7.209788808
22.9,2,1.2,2.2,-8.083171807
23,2,1.2,2.2,-9.140327592
23.1,2,1.2,2.2,-10.4057163
23.2,2,1.2,2.2,-11.85527337
23.3,2,1.2,2.2,-13.29579152
23.4,2,1.2,2.2,-14.16645008
23.5,2,1.2,2.2,-13.79045398
23.6,2,1.2,2.2,-12.33701158
23.7,2,1.2,2.2,-10.55273948
23.8,2,1.2,2.2,-8.882783816
23.9,2,1.2,2.2,-7.454786323
24,2,1.2,2.2,-6.272442086
24.1,2,1.2,2.2,-5.305354034
24.2,2,1.2,2.2,-4.51787709
24.3,2,1.2,2.2,-3.877307973
24.4,2,1.2,2.2,-3.355791172
24.5,2,1.2,2.2,-2.930334294
24.6,2,1.2,2.2,-2.582268688
24.7,2,1.2,2.2,-2.296582882
24.8,2,1.2,2.2,-2.06127624
24.9,2,1.2,2.2,-1.866785121
25,2,1.2,2.2,-1.705496445
25.1,2,1.2,2.2,-1.571347169
25.2,2,1.2,2.2,-1.459500836
25.3,2,1.2,2.2,-1.366089821
25.4,2,1.2,2.2,-1.288011698
25.5,2,1.2,2.2,-1.22276923
25.6,2,1.2,2.2,-1.168344992
25.7,2,1.2,2.2,-1.123103226
25.8,2,1.2,2.2,-1.085712969
25.9,2,1.2,2.2,-1.05508776
26,2,1.2,2.2,-1.030338242
26.1,2,1.2,2.2,-1.010734802
26.2,2,1.2,2.2,-0.995678026
26.3,2,1.2,2.2,-0.984675283
26.4,2,1.2,2.2,-0.977322089
26.5,2,1.2,2.2,-0.97328726
26.6,2,1.2,2.2,-0.972301038
26.7,2,1.2,2.2,-0.974145601
26.8,2,1.2,2.2,-0.978647463
26.9,2,1.2,2.2,-0.985671405
27,2,1.2,2.2,-0.995115648
27.1,2,1.2,2.2,-1.006908033
27.2,2,1.2,2.2,-1.021003049
27.3,2,1.2,2.2,-1.037379556
27.4,2,1.2,2.2,-1.056039104
27.5,2,1.2,2.2,-1.077004779
27.6,2,1.2,2.2,-1.100320489
27.7,2,1.2,2.2,-1.126050671
27.8,2,1.2,2.2,-1.154280377
27.9,2,1.2,2.2,-1.185115719
28,2,1.2,2.2,-1.218684671
28.1,2,1.2,2.2,-1.255138224
28.2,2,1.2,2.2,-1.294651909
28.3,2,1.2,2.2,-1.337427701
28.4,2,1.2,2.2,-1.383696332
28.5,2,1.2,2.2,-1.433720058
28.6,2,1.2,2.2,-1.487795909
28.7,2,1.2,2.2,-1.546259488
28.8,2,1.2,2.2,-1.609489383
28.9,2,1.2,2.2,-1.677912258
29,2,1.2,2.2,-1.752008725
29.1,2,1.2,2.2,-1.832320084
29.2,2,1.2,2.2,-1.919456064
29.3,2,1.2,2.2,-2.014103674
29.4,2,1.2,2.2,-2.11703733
29.5,2,1.2,2.2,-2.22913042
29.6,2,1.2,2.2,-2.351368481
29.7,2,1.2,2.2,-2.484864204
29.8,2,1.2,2.2,-2.630874485
29.9,2,1.2,2.2,-2.790819772
30,2,1.2,2.2,-2.966305974
30.1,2,1.2,2.2,-3.15914923
30.2,2,1.2,2.2,-3.371403863
30.3,2,1.2,2.2,-3.605393898
30.4,2,1.2,2.2,-3.863748539
30.5,2,1.2,2.2,-4.149442105
30.6,2,1.2,2.2,-4.465838961
30.7,2,1.2,2.2,-4.816744048
30.8,2,1.2,2.2,-5.206459566
30.9,2,1.2,2.2,-5.63984806
31,2,1.2,2.2,-6.122401116
31.1,2,1.2,2.2,-6.660310224
31.2,2,1.2,2.2,-7.260529848
31.3,2,1.2,2.2,-7.930807797
31.4,2,1.2,2.2,-8.679624079
31.5,2,1.2,2.2,-9.515903322
31.6,2,1.2,2.2,-10.44819575
31.7,2,1.2,2.2,-11.48264555
31.8,2,1.2,2.2,-12.61826667
31.9,2,1.2,2.2,-13.83655358
32,2,1.2,2.2,-15.08078202
32.1,2,1.2,2.2,-16.22392028
32.2,2,1.2,2.2,-17.05116874
32.3,2,1.2,2.2,-17.33508609
32.4,2,1.2,2.2,-17.01559589
32.5,2,1.2,2.2,-16.26033685
32.6,2,1.2,2.2,-15.30674837
32.7,2,1.2,2.2,-14.32375905
32.8,2,1.2,2.2,-13.39631014
32.9,2,1.2,2.2,-12.55692879
33,2,1.2,2.2,-11.81258608
33.1,2,1.2,2.2,-11.15942084
33.2,2,1.2,2.2,-10.58967825
33.3,2,1.2,2.2,-10.09474925
33.4,2,1.2,2.2,-9.666415262
33.5,2,1.2,2.2,-9.297295947
33.6,2,1.2,2.2,-8.980953222
33.7,2,1.2,2.2,-8.711854287
33.8,2,1.2,2.2,-8.485283729
33.9,2,1.2,2.2,-8.297243872
34,2,1.2,2.2,-8.14435957
34.1,2,1.2,2.2,-8.023793392
34.2,2,1.2,2.2,-7.933172568
34.3,2,1.2,2.2,-7.870527213
34.4,2,1.2,2.2,-7.834238626
34.5,2,1.2,2.2,-7.822996354
34.6,2,1.2,2.2,-7.835762743
34.7,2,1.2,2.2,-7.871743921
34.8,2,1.2,2.2,-7.930366273
34.9,2,1.2,2.2,-8.01125772
35,2,1.2,2.2,-8.114233222
35.1,2,1.2,2.2,-8.239284126
35.2,2,1.2,2.2,-8.386571085
35.3,2,1.2,2.2,-8.55642045
35.4,2,1.2,2.2,-8.749324159
35.5,2,1.2,2.2,-8.965943319
35.6,2,1.2,2.2,-9.207115831
35.7,2,1.2,2.2,-9.473868672
35.8,2,1.2,2.2,-9.767435653
35.9,2,1.2,2.2,-10.08928191
36,2,1.2,2.2,-10.44113674
36.1,2,1.2,2.2,-10.82503729
36.2,2,1.2,2.2,-11.24338612
36.3,2,1.2,2.2,-11.69902758
36.4,2,1.2,2.2,-12.19534941
36.5,2,1.2,2.2,-12.73641935
36.6,2,1.2,2.2,-13.32717102
36.7,2,1.2,2.2,-13.97366097
36.8,2,1.2,2.2,-14.68343084
36.9,2,1.2,2.2,-15.46602927
37,2,1.2,2.2,-16.3337843
37.1,2,1.2,2.2,-17.30298265
37.2,2,1.2,2.2,-18.39573803
37.3,2,1.2,2.2,-19.64308254
37.4,2,1.2,2.2,-21.09035142
37.5,2,1.2,2.2,-22.80713667
37.6,2,1.2,2.2,-24.90688249
37.7,2,1.2,2.2,-27.5868812
37.8,2,1.2,2.2,-31.19156505
37.9,2,1.2,2.2,-35.83760927
38,2,1.2,2.2,-36.57969251
38.1,2,1.2,2.2,-32.16062146
38.2,2,1.2,2.2,-28.55984284
38.3,2,1.2,2.2,-25.9509343
38.4,2,1.2,2.2,-23.96544785
38.5,2,1.2,2.2,-22.38652284
38.6,2,1.2,2.2,-21.09048038
38.7,2,1.2,2.2,-20.00219359
38.8,2,1.2,2.2,-19.07312604
38.9,2,1.2,2.2,-18.27028108
39,2,1.2,2.2,-17.57028485
39.1,2,1.2,2.2,-16.95602036
39.2,2,1.2,2.2,-16.41460904
39.3,2,1.2,2.2,-15.93614461
39.4,2,1.2,2.2,-15.51286771
39.5,2,1.2,2.2,-15.1386098
39.6,2,1.2,2.2,-14.80840727
39.7,2,1.2,2.2,-14.51822654
39.8,2,1.2,2.2,-14.26476331
39.9,2,1.2,2.2,-14.04529229
40,2,1.2,2.2,-13.85755159
40.1,2,1.2,2.2,-13.69965121
40.2,2,1.2,2.2,-13.56999765
40.3,2,1.2,2.2,-13.46722921
40.4,2,1.2,2.2,-13.39015728
40.5,2,1.2,2.2,-13.33770987
40.6,2,1.2,2.2,-13.30887418
40.7,2,1.2,2.2,-13.30263497
40.8,2,1.2,2.2,-13.31790585
40.9,2,1.2,2.2,-13.35345079
41,2,1.2,2.2,-13.40779341
41.1,2,1.2,2.2,-13.47911297
41.2,2,1.2,2.2,-13.56512719
41.3,2,1.2,2.2,-13.6629659
41.4,2,1.2,2.2,-13.76904407
41.5,2,1.2,2.2,-13.87895051
41.6,2,1.2,2.2,-13.98737808
41.7,2,1.2,2.2,-14.08813136
41.8,2,1.2,2.2,-14.17425495
41.9,2,1.2,2.2,-14.23832345
42,2,1.2,2.2,-14.27291467
42.1,2,1.2,2.2,-14.27124613
42.2,2,1.2,2.2,-14.22789638
42.3,2,1.2,2.2,-14.13947595
42.4,2,1.2,2.2,-14.00508955
42.5,2,1.2,2.2,-13.82646457
42.6,2,1.2,2.2,-13.60770736
42.7,2,1.2,2.2,-13.35475346
42.8,2,1.2,2.2,-13.07465253
42.9,2,1.2,2.2,-12.7748455
43,2,1.2,2.2,-12.46255624
43.1,2,1.2,2.2,-12.14435984
43.2,2,1.2,2.2,-11.82593404
43.3,2,1.2,2.2,-11.51196459
43.4,2,1.2,2.2,-11.20616124
43.5,2,1.2,2.2,-10.91134167
43.6,2,1.2,2.2,-10.6295497
43.7,2,1.2,2.2,-10.36218363
43.8,2,1.2,2.2,-10.11012046
43.9,2,1.2,2.2,-9.873827906
44,2,1.2,2.2,-9.653461128
44.1,2,1.2,2.2,-9.448943628
44.2,2,1.2,2.2,-9.260033378
44.3,2,1.2,2.2,-9.08637593
44.4,2,1.2,2.2,-8.927546476
44.5,2,1.2,2.2,-8.783082762
44.6,2,1.2,2.2,-8.652510592
44.7,2,1.2,2.2,-8.535363426
44.8,2,1.2,2.2,-8.431197332
44.9,2,1.2,2.2,-8.339602341
45,2,1.2,2.2,-8.260211049
45.1,2,1.2,2.2,-8.192705134
45.2,2,1.2,2.2,-8.136820334
45.3,2,1.2,2.2,-8.092350265
45.4,2,1.2,2.2,-8.059149393
45.5,2,1.2,2.2,-8.03713533
45.6,2,1.2,2.2,-8.02629056
45.7,2,1.2,2.2,-8.026663585
45.8,2,1.2,2.2,-8.038369405
45.9,2,1.2,2.2,-8.061589102
46,2,1.2,2.2,-8.096568209
46.1,2,1.2,2.2,-8.143613373
46.2,2,1.2,2.2,-8.203086669
46.3,2,1.2,2.2,-8.275396695
46.4,2,1.2,2.2,-8.360985344
46.5,2,1.2,2.2,-8.460308863
46.6,2,1.2,2.2,-8.573811441
46.7,2,1.2,2.2,-8.701889215
46.8,2,1.2,2.2,-8.844842174
46.9,2,1.2,2.2,-9.002811064
47,2,1.2,2.2,-9.175696222
47.1,2,1.2,2.2,-9.363055385
47.2,2,1.2,2.2,-9.563978368
47.3,2,1.2,2.2,-9.776938614
47.4,2,1.2,2.2,-9.999625686
47.5,2,1.2,2.2,-10.22876983
47.6,2,1.2,2.2,-10.45998053
47.7,2,1.2,2.2,-10.68763565
47.8,2,1.2,2.2,-10.90487405
47.9,2,1.2,2.2,-11.10375672
48,2,1.2,2.2,-11.27565876
48.1,2,1.2,2.2,-11.41192298
48.2,2,1.2,2.2,-11.50473804
48.3,2,1.2,2.2,-11.54810946
48.4,2,1.2,2.2,-11.53870958
48.5,2,1.2,2.2,-11.4763755
48.6,2,1.2,2.2,-11.36410445
48.7,2,1.2,2.2,-11.20754992
48.8,2,1.2,2.2,-11.01417357
48.9,2,1.2,2.2,-10.79228434
49,2,1.2,2.2,-10.55017532
