Freq [GHz],g1(mm),w1(mm),Dielectric Constant,"S(1,1) in dB"
26,1.8,1.2,3.55,-14.6498418
26.1,1.8,1.2,3.55,-14.39806851
26.2,1.8,1.2,3.55,-13.62074361
26.3,1.8,1.2,3.55,-12.64492973
26.4,1.8,1.2,3.55,-11.68171428
26.5,1.8,1.2,3.55,-10.82013744
26.6,1.8,1.2,3.55,-10.08404689
26.7,1.8,1.2,3.55,-9.470504391
26.8,1.8,1.2,3.55,-8.967648457
26.9,1.8,1.2,3.55,-8.561945626
27,1.8,1.2,3.55,-8.240869457
27.1,1.8,1.2,3.55,-7.993731137
27.2,1.8,1.2,3.55,-7.811795607
27.3,1.8,1.2,3.55,-7.688145146
27.4,1.8,1.2,3.55,-7.617476331
27.5,1.8,1.2,3.55,-7.59590311
27.6,1.8,1.2,3.55,-7.620792241
27.7,1.8,1.2,3.55,-7.690638706
27.8,1.8,1.2,3.55,-7.804981798
27.9,1.8,1.2,3.55,-7.964360775
28,1.8,1.2,3.55,-8.170309624
28.1,1.8,1.2,3.55,-8.425392429
28.2,1.8,1.2,3.55,-8.733284028
28.3,1.8,1.2,3.55,-9.098905495
28.4,1.8,1.2,3.55,-9.528631482
28.5,1.8,1.2,3.55,-10.03059866
28.6,1.8,1.2,3.55,-10.61516518
28.7,1.8,1.2,3.55,-11.29560763
28.8,1.8,1.2,3.55,-12.08920933
28.9,1.8,1.2,3.55,-13.01902539
29,1.8,1.2,3.55,-14.11688138
29.1,1.8,1.2,3.55,-15.42877165
29.2,1.8,1.2,3.55,-17.02532181
29.3,1.8,1.2,3.55,-19.02415357
29.4,1.8,1.2,3.55,-21.64462868
29.5,1.8,1.2,3.55,-25.37057628
29.6,1.8,1.2,3.55,-31.56023408
29.7,1.8,1.2,3.55,-37.67962606
29.8,1.8,1.2,3.55,-29.22343331
29.9,1.8,1.2,3.55,-24.44206877
30,1.8,1.2,3.55,-21.4540198
30.1,1.8,1.2,3.55,-19.34215294
30.2,1.8,1.2,3.55,-17.74835909
30.3,1.8,1.2,3.55,-16.49840746
30.4,1.8,1.2,3.55,-15.49438359
30.5,1.8,1.2,3.55,-14.67557403
30.6,1.8,1.2,3.55,-14.00157313
30.7,1.8,1.2,3.55,-13.44403551
30.8,1.8,1.2,3.55,-12.98226293
30.9,1.8,1.2,3.55,-12.60066767
31,1.8,1.2,3.55,-12.28722728
31.1,1.8,1.2,3.55,-12.03249665
31.2,1.8,1.2,3.55,-11.82894966
31.3,1.8,1.2,3.55,-11.67052426
31.4,1.8,1.2,3.55,-11.55229795
31.5,1.8,1.2,3.55,-11.47024919
31.6,1.8,1.2,3.55,-11.42107682
31.7,1.8,1.2,3.55,-11.4020592
31.8,1.8,1.2,3.55,-11.41094037
31.9,1.8,1.2,3.55,-11.44583413
32,1.8,1.2,3.55,-11.50513882
32.1,1.8,1.2,3.55,-11.5874568
32.2,1.8,1.2,3.55,-11.69151285
32.3,1.8,1.2,3.55,-11.81606602
32.4,1.8,1.2,3.55,-11.95980878
32.5,1.8,1.2,3.55,-12.12124705
32.6,1.8,1.2,3.55,-12.29855433
32.7,1.8,1.2,3.55,-12.48939387
32.8,1.8,1.2,3.55,-12.69070486
32.9,1.8,1.2,3.55,-12.89845471
33,1.8,1.2,3.55,-13.10737112
33.1,1.8,1.2,3.55,-13.31068778
33.2,1.8,1.2,3.55,-13.49996782
33.3,1.8,1.2,3.55,-13.66510625
33.4,1.8,1.2,3.55,-13.79464253
33.5,1.8,1.2,3.55,-13.87650892
33.6,1.8,1.2,3.55,-13.89926189
33.7,1.8,1.2,3.55,-13.85367293
33.8,1.8,1.2,3.55,-13.73433649
33.9,1.8,1.2,3.55,-13.54081102
34,1.8,1.2,3.55,-13.27788149
34.1,1.8,1.2,3.55,-12.95483338
34.2,1.8,1.2,3.55,-12.58399705
34.3,1.8,1.2,3.55,-12.1790369
34.4,1.8,1.2,3.55,-11.75343089
34.5,1.8,1.2,3.55,-11.31939267
34.6,1.8,1.2,3.55,-10.84447029
34.7,1.8,1.2,3.55,-10.36303731
34.8,1.8,1.2,3.55,-9.883460735
34.9,1.8,1.2,3.55,-9.412971096
35,1.8,1.2,3.55,-8.957689195
35.1,1.8,1.2,3.55,-8.522706168
35.2,1.8,1.2,3.55,-8.112181838
35.3,1.8,1.2,3.55,-7.729441583
35.4,1.8,1.2,3.55,-7.377063403
35.5,1.8,1.2,3.55,-7.056954378
35.6,1.8,1.2,3.55,-6.770419702
35.7,1.8,1.2,3.55,-6.518228902
35.8,1.8,1.2,3.55,-6.300683467
35.9,1.8,1.2,3.55,-6.11768878
36,1.8,1.2,3.55,-5.968831468
36.1,1.8,1.2,3.55,-5.853461701
36.2,1.8,1.2,3.55,-5.770778762
36.3,1.8,1.2,3.55,-5.719917718
36.4,1.8,1.2,3.55,-5.700035011
36.5,1.8,1.2,3.55,-5.710391418
36.6,1.8,1.2,3.55,-5.750431686
36.7,1.8,1.2,3.55,-5.819861192
36.8,1.8,1.2,3.55,-5.918721078
36.9,1.8,1.2,3.55,-6.047464309
37,1.8,1.2,3.55,-6.207036038
37.1,1.8,1.2,3.55,-6.398962643
37.2,1.8,1.2,3.55,-6.625454742
37.3,1.8,1.2,3.55,-6.889530723
37.4,1.8,1.2,3.55,-7.195168842
37.5,1.8,1.2,3.55,-7.547498027
37.6,1.8,1.2,3.55,-7.95304029
37.7,1.8,1.2,3.55,-8.420021195
37.8,1.8,1.2,3.55,-8.958768491
37.9,1.8,1.2,3.55,-9.582220187
38,1.8,1.2,3.55,-10.30655247
38.1,1.8,1.2,3.55,-11.15188366
38.2,1.8,1.2,3.55,-12.14281154
38.3,1.8,1.2,3.55,-13.30786308
38.4,1.8,1.2,3.55,-14.67465943
38.5,1.8,1.2,3.55,-16.25010873
38.6,1.8,1.2,3.55,-17.9534157
38.7,1.8,1.2,3.55,-19.44523022
38.8,1.8,1.2,3.55,-20.00849513
38.9,1.8,1.2,3.55,-19.22240962
39,1.8,1.2,3.55,-17.63859543
39.1,1.8,1.2,3.55,-15.92939437
39.2,1.8,1.2,3.55,-14.3767361
39.3,1.8,1.2,3.55,-13.03942391
39.4,1.8,1.2,3.55,-11.9050526
39.5,1.8,1.2,3.55,-10.94552125
39.6,1.8,1.2,3.55,-10.1330105
39.7,1.8,1.2,3.55,-9.4437068
39.8,1.8,1.2,3.55,-8.858058594
39.9,1.8,1.2,3.55,-8.360173547
40,1.8,1.2,3.55,-7.937105627
40.1,1.8,1.2,3.55,-7.578228462
40.2,1.8,1.2,3.55,-7.274730438
40.3,1.8,1.2,3.55,-7.019222781
40.4,1.8,1.2,3.55,-6.805441896
40.5,1.8,1.2,3.55,-6.628026682
40.6,1.8,1.2,3.55,-6.482353433
40.7,1.8,1.2,3.55,-6.364413439
40.8,1.8,1.2,3.55,-6.270721121
40.9,1.8,1.2,3.55,-6.198243232
41,1.8,1.2,3.55,-6.14434219
41.1,1.8,1.2,3.55,-6.106728745
41.2,1.8,1.2,3.55,-6.0834209
41.3,1.8,1.2,3.55,-6.072707218
41.4,1.8,1.2,3.55,-6.073113469
41.5,1.8,1.2,3.55,-6.083372073
41.6,1.8,1.2,3.55,-6.102394046
41.7,1.8,1.2,3.55,-6.129243296
41.8,1.8,1.2,3.55,-6.163113121
41.9,1.8,1.2,3.55,-6.203304807
42,1.8,1.2,3.55,-6.249208174
42.1,1.8,1.2,3.55,-6.300283971
42.2,1.8,1.2,3.55,-6.356047983
42.3,1.8,1.2,3.55,-6.416056802
42.4,1.8,1.2,3.55,-6.479895227
42.5,1.8,1.2,3.55,-6.547165342
42.6,1.8,1.2,3.55,-6.617477369
42.7,1.8,1.2,3.55,-6.690442478
42.8,1.8,1.2,3.55,-6.765667757
42.9,1.8,1.2,3.55,-6.84275361
43,1.8,1.2,3.55,-6.921293781
43.1,1.8,1.2,3.55,-7.000878204
43.2,1.8,1.2,3.55,-7.081098719
43.3,1.8,1.2,3.55,-7.161557558
43.4,1.8,1.2,3.55,-7.241878286
43.5,1.8,1.2,3.55,-7.321718662
43.6,1.8,1.2,3.55,-7.400784672
43.7,1.8,1.2,3.55,-7.478844815
43.8,1.8,1.2,3.55,-7.555743645
43.9,1.8,1.2,3.55,-7.631413579
44,1.8,1.2,3.55,-7.705884158
44.1,1.8,1.2,3.55,-7.779288134
44.2,1.8,1.2,3.55,-7.851864161
44.3,1.8,1.2,3.55,-7.92395613
44.4,1.8,1.2,3.55,-7.996009595
44.5,1.8,1.2,3.55,-8.068565944
